epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,648.901,1.78481,1.79431,1.4007,0.35566,0.26923,0.21699,0.07947,2.20401,2.4336,1.70479,0.000990365,0.000990365,0.000990365
43,664.683,1.85287,1.87372,1.44022,0.31099,0.39744,0.26981,0.10628,2.15629,2.20236,1.70616,0.000973861,0.000973861,0.000973861
44,680.428,1.79662,1.73218,1.40958,0.34191,0.38462,0.29054,0.11788,2.12376,2.16123,1.73344,0.000957358,0.000957358,0.000957358
45,695.884,1.80163,1.78581,1.42353,0.38331,0.32051,0.26984,0.09336,2.12171,2.27074,1.69698,0.000940855,0.000940855,0.000940855
46,711.6,1.77474,1.82918,1.43496,0.47395,0.38462,0.29896,0.10506,2.13419,2.35235,1.68812,0.000924352,0.000924352,0.000924352
47,726.571,1.788,1.75319,1.41344,0.42902,0.32051,0.2713,0.10965,2.12027,2.2923,1.70244,0.000907848,0.000907848,0.000907848
48,742.236,1.77883,1.81266,1.40777,0.5586,0.30769,0.35022,0.13097,2.10624,2.13129,1.68444,0.000891345,0.000891345,0.000891345
49,757.029,1.82112,1.8534,1.4424,0.38876,0.41436,0.33898,0.13002,2.16458,2.12409,1.7342,0.000874842,0.000874842,0.000874842
50,772.431,1.6922,1.67388,1.37332,0.43319,0.4359,0.3523,0.13483,2.21505,2.12878,1.73024,0.000858338,0.000858338,0.000858338
51,788.166,1.69545,1.68338,1.40009,0.44162,0.37179,0.32206,0.12325,2.14587,2.1568,1.72475,0.000841835,0.000841835,0.000841835
52,803.736,1.72314,1.66401,1.36051,0.44634,0.41026,0.3536,0.13357,2.28986,2.16471,1.79688,0.000825332,0.000825332,0.000825332
53,818.947,1.67314,1.66971,1.3518,0.45808,0.33333,0.32959,0.12252,2.2019,2.16314,1.73947,0.000808828,0.000808828,0.000808828
54,834.238,1.71608,1.63922,1.36235,0.40748,0.34615,0.32634,0.12838,2.12785,2.21955,1.67237,0.000792325,0.000792325,0.000792325
55,850.047,1.68236,1.59255,1.35137,0.40995,0.34024,0.30901,0.12984,2.17802,2.30137,1.71377,0.000775822,0.000775822,0.000775822
56,865.954,1.7335,1.53439,1.36767,0.49077,0.33333,0.30912,0.12645,2.16343,2.22643,1.71908,0.000759318,0.000759318,0.000759318
57,881.15,1.71359,1.62377,1.34332,0.37201,0.35897,0.31535,0.12457,2.1417,2.24221,1.69087,0.000742815,0.000742815,0.000742815
58,896.731,1.62376,1.59454,1.30286,0.41537,0.32051,0.29188,0.12633,2.16949,2.19217,1.72574,0.000726312,0.000726312,0.000726312
59,912.527,1.64156,1.57358,1.36138,0.37393,0.36421,0.26858,0.11078,2.20505,2.30448,1.72127,0.000709809,0.000709809,0.000709809
